,Price
12090,25089
12091,19579
12092,70
12093,46728
12094,7222
12095,33870
12096,1725
12097,16308
12098,5175
12099,7840
12100,25089
12101,4000
12102,34607
12103,15681
12104,17249
12105,1176
12106,39201
12107,2800
12108,68223
12109,14069
12110,862
12111,25716
12112,3500
12113,26701
12114,25638
12115,18189
12116,392
12117,7840
12118,862
12119,7000
12120,16935
12121,706
12122,15681
12123,7840
12124,17249
12125,7997
12126,19444
12127,22357
12128,50341
12129,6272
12130,30
12131,58018
12132,38229
12133,7213
12134,45542
12135,16308
12136,9408
12137,11604
12138,26500
12139,40456
12140,46728
12141,18817
12142,470
12143,784
12144,32302
12145,4500
12146,44545
12147,1646
12148,8643
12149,17562
12150,9408
12151,6000
12152,13485
12153,36692
12154,549
12155,7500
12156,21639
12157,2038
12158,41259
12159,12858
12160,68994
12161,94083
12162,15053
12163,10663
12164,69502
12165,21953
12166,13172
12167,6429
12168,11604
12169,20385
12170,14856
12171,10976
12172,38574
12173,34889
12174,2430
12175,28241
12176,8781
12177,13297
12178,549
12179,25716
12180,38574
12181,20071
12182,4200
12183,862
12184,18817
12185,52687
12186,15681
12187,15367
12188,157
12189,36400
12190,5959
12191,9722
12192,1490
12193,18189
12194,23433
12195,5488
12196,16383
12197,13485
12198,22580
12199,62992
12200,13172
12201,392
12202,862
12203,13172
12204,19757
12205,2666
12206,2430
12207,9408
12208,49864
12209,251
12210,14426
12211,10820
12212,4704
12213,9722
12214,6586
12215,282
12216,37633
12217,16308
12218,2000
12219,784
12220,40
12221,18189
12222,549
12223,1411
12224,10663
12225,15994
12226,27755
12227,7840
12228,12231
12229,46728
12230,392
12231,392
12232,4077
12233,3293
12234,29087
12235,17249
12236,549
12237,39226
12238,12388
12239,28225
12240,12143
12241,24775
12242,314
12243,27000
12244,32302
12245,6586
12246,11604
12247,39458
12248,16621
12249,20071
12250,549
12251,17249
12252,13485
12253,8781
12254,22580
12255,13485
12256,20385
12257,35
12258,2822
12259,39201
12260,35570
12261,7213
12262,18503
12263,19130
12264,66815
12265,41221
12266,9722
12267,6429
12268,16308
12269,16599
12270,10349
12271,22580
12272,8467
12273,14069
12274,12541
12275,39201
12276,1019
12277,25387
12278,21500
12279,19444
12280,5331
12281,314
12282,25716
12283,549
12284,49858
12285,11368
12286,39829
12287,25889
12288,20385
12289,470
12290,6272
12291,39201
12292,25823
12293,392
12294,29793
12295,6899
12296,7683
12297,392
12298,22894
12299,2509
12300,27946
12301,549
12302,28068
12303,706
12304,784
12305,706
12306,8154
12307,7997
12308,10036
12309,15524
12310,10192
12311,2038
12312,42337
12313,314
12314,23207
12315,29166
12316,1098
12317,1568
12318,9700
12319,30734
12320,51432
12321,470
12322,21953
12323,6429
12324,20385
12325,20385
12326,8467
12327,25597
12328,549
12329,22580
12330,3763
12331,21730
12332,22580
12333,11917
12334,17876
12335,19707
12336,20385
12337,15336
12338,31248
12339,12544
12340,11917
12341,8154
12342,6586
12343,15994
12344,23521
12345,14113
12346,17876
12347,35846
12348,16621
12349,13500
12350,220
12351,10663
12352,37633
12353,84675
12354,6586
12355,314
12356,14426
12357,1568
12358,52959
12359,11604
12360,8624
12361,627
12362,4391
12363,5018
12364,60
12365,12388
12366,18817
12367,9565
12368,18189
12369,43278
12370,69502
12371,7300
12372,10349
12373,13808
12374,314
12375,16778
12376,37633
12377,17249
12378,1568
12379,15994
12380,12231
12381,9252
12382,6899
12383,42692
12384,52696
12385,12544
12386,13642
12387,33243
12388,20385
12389,282
12390,1646
12391,4547
12392,15367
12393,627
12394,131716
12395,10506
12396,470
12397,5331
12398,10032
12399,17876
12400,784
12401,549
12402,11290
12403,5959
12404,43062
12405,23207
12406,7840
12407,6743
12408,6272
12409,10976
12410,3293
12411,17035
12412,2800
12413,11917
12414,21395
12415,13172
12416,470
12417,24462
12418,314
12419,4234
12420,23834
12421,862
12422,220
12423,12388
12424,157
12425,9377
12426,18817
12427,20005
12428,6272
12429,4077
12430,14113
12431,32302
12432,94083
12433,32929
12434,17923
12435,3763
12436,30
12437,16621
12438,11726
12439,9252
12440,627
12441,862
12442,2038
12443,15659
12444,10036
12445,13172
12446,18669
12447,22800
12448,5175
12449,63152
12450,12758
12451,14113
12452,25591
12453,282
12454,18817
12455,549
12456,38251
12457,90947
12458,11604
12459,470
12460,22894
12461,47042
12462,8467
12463,13962
12464,15681
12465,10945
12466,470
12467,18503
12468,2038
12469,14113
12470,10192
12471,17249
12472,47042
12473,20385
12474,7527
12475,18503
12476,8781
12477,11200
12478,27911
12479,24462
12480,13799
12481,188
12482,56814
12483,13485
12484,7527
12485,7000
12486,706
12487,10976
12488,6800
12489,1568
12490,55343
12491,9722
12492,13172
12493,1019
12494,9722
12495,4077
12496,80911
12497,25402
12498,11604
12499,282
12500,40
12501,1725
12502,15053
12503,42337
12504,549
12505,49889
12506,706
12507,12388
12508,17249
12509,9252
12510,314
12511,32929
12512,19444
12513,10663
12514,17249
12515,35344
12516,5645
12517,56177
12518,10663
12519,18189
12520,24327
12521,38894
12522,6272
12523,73698
12524,77775
12525,10820
12526,157
12527,21953
12528,4704
12529,10036
12530,17346
12531,4391
12532,7056
12533,21012
12534,35570
12535,15681
12536,17876
12537,188
12538,11917
12539,61781
12540,1411
12541,18503
12542,32954
12543,17634
12544,20300
12545,7119
12546,627
12547,13799
12548,12231
12549,6899
12550,1568
12551,470
12552,17249
12553,17876
12554,220
12555,52696
12556,4234
12557,10976
12558,18422
12559,19757
12560,7683
12561,13626
12562,13485
12563,251
12564,11920
12565,21500
12566,11133
12567,314
12568,40183
12569,784
12570,2038
12571,22580
12572,14950
12573,25889
12574,7840
12575,8154
12576,10349
12577,103491
12578,29075
12579,7213
12580,5488
12581,7700
12582,3763
12583,26343
12584,11011
12585,706
12586,41161
12587,8624
12588,9565
12589,50
12590,18817
12591,16621
12592,57698
12593,12544
12594,282
12595,56450
12596,3450
12597,16894
12598,18817
12599,157
12600,1490
12601,50
12602,40092
12603,20385
12604,7527
12605,706
12606,157
12607,9408
12608,392
12609,13956
12610,314
12611,46251
12612,3136
12613,15681
12614,188
12615,125
12616,5018
12617,2352
12618,251
12619,188
12620,32302
12621,20526
12622,14113
12623,784
12624,83107
12625,15681
12626,12544
12627,37633
12628,784
12629,15053
12630,38060
12631,89379
12632,21639
12633,549
12634,13172
12635,22580
12636,14113
12637,43545
12638,3607
12639,8000
12640,6272
12641,282
12642,16308
12643,16308
12644,23602
12645,16621
12646,5959
12647,706
12648,7066
12649,12544
12650,11000
12651,27654
12652,30906
12653,470
12654,3920
12655,2195
12656,11604
12657,3293
12658,37006
12659,12231
12660,15681
12661,392
12662,21639
12663,31361
12664,18531
12665,12388
12666,6272
12667,5959
12668,37006
12669,15367
12670,14113
12671,27259
12672,7997
12673,5175
12674,1646
12675,40142
12676,40
12677,44849
12678,8500
12679,8700
12680,12544
12681,48403
12682,1725
12683,470
12684,13172
12685,40926
12686,51746
12687,46251
12688,11290
12689,18817
12690,20385
12691,1960
12692,12000
12693,1882
12694,10663
12695,157
12696,21326
12697,58683
12698,13485
12699,706
12700,8154
12701,188
12702,27598
12703,9408
12704,10663
12705,5645
12706,784
12707,2000
12708,30
12709,11290
12710,10976
12711,25089
12712,18189
12713,1882
12714,1882
12715,26657
12716,627
12717,32929
12718,11133
12719,706
12720,21639
12721,47042
12722,19444
12723,5018
12724,37633
12725,7840
12726,314
12727,15681
12728,392
12729,1019
12730,48575
12731,4391
12732,13799
12733,21012
12734,13172
12735,36231
12736,706
12737,9408
12738,21326
12739,39829
12740,627
12741,3450
12742,16320
12743,6272
12744,549
12745,30
12746,11604
12747,4234
12748,21326
12749,36567
12750,10349
12751,6125
12752,5018
12753,18503
12754,25089
12755,43548
12756,29489
12757,33378
12758,9722
12759,12544
12760,549
12761,19130
12762,862
12763,862
12764,26030
12765,14897
12766,314
12767,13291
12768,18817
12769,19444
12770,1411
12771,14113
12772,14500
12773,43905
12774,40224
12775,25889
12776,11604
12777,314
12778,24462
12779,9565
12780,470
12781,8467
12782,7840
12783,1803
12784,11290
12785,12544
12786,5018
12787,706
12788,70
12789,5645
12790,2038
12791,17249
12792,627
12793,10663
12794,21953
12795,11290
12796,392
12797,2038
12798,9095
12799,54568
12800,10192
12801,470
12802,5645
12803,34240
12804,9000
12805,9500
12806,17249
12807,1490
12808,19444
12809,22894
12810,9095
12811,7840
12812,862
12813,314
12814,25089
12815,4861
12816,18817
12817,12544
12818,52696
12819,706
12820,19416
12821,36068
12822,5959
12823,30
12824,470
12825,12544
12826,17249
12827,9722
12828,34692
12829,10036
12830,18500
12831,7517
12832,30
12833,5175
12834,20385
12835,11290
12836,18503
12837,14113
12838,20385
12839,20698
12840,600
12841,23110
12842,12544
12843,3058
12844,941
12845,12231
12846,9408
12847,1098
12848,10349
12849,314
12850,16000
12851,27284
12852,21953
12853,13799
12854,314
12855,4328
12856,17249
12857,15681
12858,1254
12859,25
12860,549
12861,13495
12862,18817
12863,26500
12864,784
12865,18817
12866,66479
12867,28755
12868,172486
12869,125
12870,470
12871,16725
12872,56509
12873,22580
12874,19657
12875,11290
12876,22260
12877,11447
12878,22266
12879,10506
12880,14740
12881,89379
12882,54568
12883,5500
12884,45
12885,1960
12886,4547
12887,20347
12888,15681
12889,10976
12890,16151
12891,21953
12892,18240
12893,23207
12894,26030
12895,11133
12896,18817
12897,12544
12898,42337
12899,4547
12900,52959
12901,19943
12902,12980
12903,30
12904,23207
12905,8781
12906,282
12907,282
12908,28225
12909,14113
12910,43714
12911,43902
12912,11917
12913,41048
12914,5959
12915,14426
12916,18519
12917,14113
12918,20385
12919,9252
12920,21395
12921,6899
12922,706
12923,25500
12924,18503
12925,12231
12926,6500
12927,17249
12928,470
12929,18189
12930,21181
12931,8781
12932,188
12933,33798
12934,51526
12935,14426
12936,9408
12937,9565
12938,8781
12939,15681
12940,16894
12941,6272
12942,314
12943,549
12944,17249
12945,30085
12946,2650
12947,3293
12948,19757
12949,33243
12950,10663
12951,1
12952,4704
12953,15053
12954,21953
12955,19444
12956,15367
12957,392
12958,20005
12959,1803
12960,19444
12961,16778
12962,17876
12963,220
12964,8154
12965,15367
12966,16308
12967,15367
12968,30
12969,9000
12970,10349
12971,39226
12972,8781
12973,58018
12974,24462
12975,20385
12976,23521
12977,11917
12978,23521
12979,125
12980,12544
12981,314
12982,3920
12983,31047
12984,941
12985,19757
12986,1725
12987,12858
12988,11290
12989,157
12990,549
12991,21953
12992,470
12993,93079
12994,941
12995,14884
12996,3293
12997,23521
12998,16621
12999,79971
13000,2352
13001,100
13002,11290
13003,17249
13004,12231
13005,6586
13006,29489
13007,55823
13008,32274
13009,470
13010,470
13011,11604
13012,2500
13013,12541
13014,4704
13015,9408
13016,470
13017,5959
13018,13000
13019,21012
13020,14953
13021,16621
13022,8781
13023,392
13024,15681
13025,220
13026,40142
13027,5175
13028,23834
13029,549
13030,34074
13031,11290
13032,3
13033,26030
13034,17923
13035,706
13036,251
13037,21169
13038,392
13039,1300
13040,5645
13041,15994
13042,8320
13043,6115
13044,7840
13045,90
13046,17876
13047,11133
13048,46919
13049,50
13050,10036
13051,23521
13052,5959
13053,3
13054,16621
13055,18189
13056,13877
13057,16308
13058,48914
13059,2038
13060,30800
13061,9879
13062,14113
13063,1500
13064,4077
13065,784
13066,862
13067,13172
13068,29793
13069,1960
13070,21639
13071,392
13072,28225
13073,17038
13074,26096
13075,17876
13076,8781
13077,44533
13078,28391
13079,549
13080,470
13081,12544
13082,19757
13083,11563
13084,1411
13085,22843
13086,157
13087,44711
13088,3763
13089,157
13090,6800
13091,12544
13092,20385
13093,13172
13094,39722
13095,9252
13096,13068
13097,18503
13098,14740
13099,3000
13100,26343
13101,17249
13102,2195
13103,10349
13104,2666
13105,44846
13106,36774
13107,11133
13108,9095
13109,8938
13110,12544
13111,1176
13112,7213
13113,17562
13114,12544
13115,26657
13116,17249
13117,627
13118,19278
13119,6899
13120,5959
13121,21953
13122,1150
13123,7840
13124,8467
13125,9408
13126,24283
13127,14113
13128,18240
13129,23521
13130,470
13131,65858
13132,470
13133,7665
13134,1725
13135,15500
13136,10976
13137,6115
13138,10036
13139,10036
13140,1490
13141,216391
13142,22357
13143,46101
13144,11290
13145,30734
13146,18503
13147,13799
13148,9408
13149,29793
13150,10663
13151,17249
13152,10036
13153,5331
13154,14113
13155,8467
13156,50
13157,30734
13158,9252
13159,14009
13160,36137
13161,314
13162,26030
13163,862
13164,14113
13165,15612
13166,43905
13167,26030
13168,20385
13169,2901
13170,48610
13171,16151
13172,26657
13173,24462
13174,40769
13175,28852
13176,2666
13177,157
13178,61154
13179,392
13180,7840
13181,15994
13182,19914
13183,94
13184,15681
13185,706
13186,21326
13187,314
13188,28225
13189,15681
13190,9565
13191,7213
13192,13172
13193,6272
13194,5645
13195,6899
13196,314
13197,23521
13198,12544
13199,627
13200,157
13201,220
13202,170
13203,3136
13204,3058
13205,21012
13206,4861
13207,3136
13208,470
13209,8781
13210,282
13211,6837
13212,16621
13213,12544
13214,13799
13215,13172
13216,12074
13217,23364
13218,627
13219,10976
13220,38182
13221,8467
13222,19757
13223,18817
13224,9314
13225,6899
13226,16399
13227,14000
13228,28225
13229,18189
13230,18189
13231,3300
13232,8467
13233,96915
13234,1725
13235,20385
13236,45445
13237,35438
13238,15053
13239,45473
13240,13799
13241,17249
13242,21181
13243,11290
13244,47408
13245,18817
13246,3450
13247,73698
13248,4547
13249,49237
13250,2038
13251,38500
13252,50
13253,470
13254,56136
13255,40142
13256,5959
13257,12544
13258,26657
13259,3136
13260,18826
13261,28830
13262,13230
13263,19000
13264,784
13265,11604
13266,6272
13267,314
13268,2901
13269,18817
13270,13328
13271,7683
13272,10976
13273,19800
13274,11133
13275,1000
13276,55823
13277,9408
13278,18503
13279,27654
13280,8467
13281,6586
13282,12074
13283,37000
13284,28523
13285,7840
13286,25716
13287,15367
13288,28852
13289,5642
13290,35610
13291,22894
13292,193184
13293,40976
13294,34811
13295,22580
13296,9095
13297,67483
13298,470
13299,59586
13300,13956
13301,10036
13302,6272
13303,8154
13304,59464
13305,3000
13306,13328
13307,8624
13308,9095
13309,8467
13310,10663
13311,30
13312,9408
13313,18189
13314,22580
13315,3607
13316,2274
13317,50
13318,49550
13319,18033
13320,27284
13321,8154
13322,3763
13323,14740
13324,37320
13325,49550
13326,1098
13327,6241
13328,17249
13329,68994
13330,7056
13331,1568
13332,18817
13333,8154
13334,14113
13335,6272
13336,314
13337,30517
13338,2666
13339,22621
13340,54850
13341,1882
13342,17249
13343,12231
13344,941
13345,22266
13346,34836
13347,9500
13348,90
13349,470
13350,6899
13351,42171
13352,9722
13353,11917
13354,17249
13355,3450
13356,3500
13357,7527
13358,24462
13359,59834
13360,50178
13361,14740
13362,1411
13363,30
13364,50178
13365,81808
13366,314
13367,62722
13368,34497
13369,6899
13370,27598
13371,25089
13372,58172
13373,17562
13374,38574
13375,784
13376,19121
13377,200
13378,392
13379,100355
13380,29793
13381,1490
13382,11917
13383,106627
13384,3136
13385,11800
13386,627
13387,5225
13388,9095
13389,6115
13390,18669
13391,1411
13392,13956
13393,14113
13394,31581
13395,2038
13396,6899
13397,14426
13398,2500
13399,40
13400,157
13401,11447
13402,12858
13403,7213
13404,25810
13405,81539
13406,706
13407,14113
13408,18817
13409,15210
13410,470
13411,24148
13412,784
13413,3
13414,1176
13415,21326
13416,47
13417,314
13418,14454
13419,39891
13420,6899
13421,10036
13422,4000
13423,28391
13424,59583
13425,3607
13426,9408
13427,20005
13428,14113
13429,19130
13430,627
13431,18817
13432,6272
13433,549
13434,14426
13435,14454
13436,27654
13437,26149
13438,19757
13439,300
13440,18189
13441,41553
13442,3
13443,2352
13444,706
13445,14113
13446,3136
13447,37984
13448,10249
13449,627
13450,9252
13451,7997
13452,16621
13453,20071
13454,40769
13455,1803
13456,1550
13457,18503
13458,48873
13459,3920
13460,10000
13461,9722
13462,29479
13463,7527
13464,6272
13465,549
13466,11917
13467,30891
13468,14113
13469,27911
13470,1333
13471,18240
13472,5645
13473,27889
13474,7840
13475,9722
13476,9722
13477,5331
13478,15994
13479,50
13480,34497
13481,9408
13482,706
13483,22248
13484,34877
13485,1490
13486,10349
13487,14113
13488,15681
13489,4500
13490,549
13491,150
13492,16621
13493,470
13494,8154
13495,17249
13496,7056
13497,1000
13498,21363
13499,34635
13500,57698
13501,43360
13502,7500
13503,13482
13504,9722
13505,4704
13506,11290
13507,20385
13508,48610
13509,22947
13510,7840
13511,17249
13512,37498
13513,46728
13514,12544
13515,12231
13516,73071
13517,1882
13518,25004
13519,12858
13520,25889
13521,9879
13522,31581
13523,220
13524,8154
13525,4391
13526,1490
13527,31082
13528,14113
13529,784
13530,1882
13531,34111
13532,25889
13533,7200
13534,68681
13535,17562
13536,4861
13537,36733
13538,16935
13539,44542
13540,18817
13541,10349
13542,41720
13543,34497
13544,941
13545,5018
13546,13172
13547,21012
13548,314
13549,14113
13550,29793
13551,12544
13552,15524
13553,14050
13554,6272
13555,20817
13556,25089
13557,4861
13558,24327
13559,49174
13560,16935
13561,3058
13562,627
13563,12858
13564,6586
13565,21639
13566,470
13567,10976
13568,7527
13569,470
13570,9565
13571,470
13572,38574
13573,22580
13574,12074
13575,50178
13576,16935
13577,15681
13578,5018
13579,16308
13580,12388
13581,10349
13582,6500
13583,53314
13584,17092
13585,15464
13586,2430
13587,5739
13588,11290
13589,627
13590,627
13591,16935
13592,10036
13593,43868
13594,26657
13595,14113
13596,20385
13597,30
13598,1646
13599,4391
13600,3136
13601,5018
13602,39201
13603,15530
13604,52059
13605,22110
13606,314
13607,9095
13608,251
13609,25
13610,11886
13611,13877
13612,3763
13613,23207
13614,32311
13615,5645
13616,15994
13617,5645
13618,94080
13619,37633
13620,46414
13621,9879
13622,37633
13623,11133
13624,8311
13625,27375
13626,392
13627,17249
13628,23521
13629,11563
13630,75266
13631,7840
13632,15053
13633,8781
13634,47
13635,14113
13636,80
13637,25716
13638,6272
13639,2587
13640,12544
13641,23521
13642,58579
13643,15053
13644,9800
13645,3700
13646,13485
13647,6586
13648,3136
13649,16500
13650,627
13651,3500
13652,9722
13653,18189
13654,15524
13655,8311
13656,29793
13657,1176
13658,7213
13659,32145
13660,13485
13661,56136
13662,400
13663,23207
13664,28225
13665,17876
13666,42667
13667,14113
13668,392
13669,282
13670,4077
13671,10697
13672,24000
13673,14269
13674,23521
13675,9408
13676,941
13677,9252
13678,14740
13679,22110
13680,314
13681,6429
13682,9408
13683,2352
13684,20698
13685,17249
13686,34497
13687,40092
13688,10349
13689,9095
13690,60
13691,69807
13692,9565
13693,44134
13694,26372
13695,941
13696,29793
13697,17405
13698,24462
13699,1568
13700,13172
13701,15210
13702,188
13703,8781
13704,7213
13705,314
13706,392
13707,13956
13708,119172
13709,45445
13710,21326
13711,35005
13712,4077
13713,36899
13714,42337
13715,16308
13716,92070
13717,5018
13718,61471
13719,18826
13720,8311
13721,9361
13722,2430
13723,39954
13724,2500
13725,3136
13726,14113
13727,16308
13728,21953
13729,31675
13730,470
13731,10976
13732,17876
13733,7840
13734,10036
13735,470
13736,19444
13737,29777
13738,26500
13739,29793
13740,30006
13741,9948
13742,14740
13743,3763
13744,282
13745,23834
13746,706
13747,2901
13748,15681
13749,941
13750,15681
13751,2038
13752,41281
13753,7997
13754,17249
13755,20385
13756,1300
13757,14113
13758,10349
13759,14740
13760,470
13761,44608
13762,15053
13763,24775
13764,32929
13765,8154
13766,32929
13767,28821
13768,21953
13769,1882
13770,37006
13771,3136
13772,7997
13773,470
13774,80
13775,17249
13776,7527
13777,44878
13778,7527
13779,52059
13780,5018
13781,392
13782,10349
13783,22894
13784,80
13785,3450
13786,21953
13787,12287
13788,14500
13789,470
13790,6429
13791,14021
13792,27284
13793,36068
13794,2000
13795,23521
13796,18817
13797,5645
13798,627
13799,51746
13800,4000
13801,15241
13802,9252
13803,3763
13804,13178
13805,150
13806,314
13807,6899
13808,29793
13809,17092
13810,17876
13811,28222
13812,15000
13813,1490
13814,11290
13815,5645
13816,10976
13817,8467
13818,627
13819,10349
13820,40
13821,16308
13822,1333
13823,5331
13824,12388
13825,42764
13826,21953
13827,7840
13828,2038
13829,15681
13830,8781
13831,19757
13832,10036
13833,21012
13834,18189
13835,3136
13836,20385
13837,52959
13838,16935
13839,30
13840,31650
13841,37232
13842,49751
13843,33908
13844,13799
13845,40026
13846,12544
13847,12544
13848,23935
13849,706
13850,7213
13851,21953
13852,627
13853,20228
13854,1646
13855,11917
13856,22357
13857,23521
13858,7213
13859,7840
13860,20814
13861,37947
13862,8781
13863,7840
13864,470
13865,7119
13866,21796
13867,50
13868,7527
13869,17876
13870,26657
13871,6
13872,15681
13873,14800
13874,15681
13875,11917
13876,41281
13877,784
13878,15681
13879,7527
13880,24148
13881,18503
13882,13172
13883,9879
13884,31675
13885,18440
13886,22580
13887,39201
13888,29636
13889,4704
13890,40983
13891,27500
13892,27174
13893,10976
13894,39750
13895,6586
13896,3763
13897,25716
13898,27654
13899,10036
13900,17245
13901,10000
13902,14426
13903,96749
13904,19441
13905,6899
13906,3450
13907,23500
13908,17249
13909,51746
13910,94
13911,627
13912,10036
13913,16010
13914,11917
13915,110
13916,34419
13917,11604
13918,941
13919,51965
13920,7840
13921,10349
13922,282
13923,45
13924,5893
13925,8938
13926,19757
13927,36968
13928,52373
13929,12231
13930,17562
13931,32035
13932,1254
13933,2587
13934,25889
13935,30734
13936,5331
13937,28357
13938,15925
13939,18760
13940,250
13941,7213
13942,10932
13943,314
13944,6272
13945,22894
13946,36065
13947,20385
13948,35046
13949,627
13950,10349
13951,47000
13952,11177
13953,64604
13954,49889
13955,13454
13956,20385
13957,19757
13958,3450
13959,470
13960,15060
13961,38163
13962,10349
13963,24775
13964,26030
13965,282
13966,8154
13967,10492
13968,45342
13969,36110
13970,13799
13971,22580
13972,19400
13973,18189
13974,15994
13975,9408
13976,17484
13977,13172
13978,11604
13979,549
13980,6115
13981,784
13982,16465
13983,111332
13984,3136
13985,14113
13986,15681
13987,19444
13988,10663
13989,27598
13990,20385
13991,15681
13992,21012
13993,26804
13994,14834
13995,38838
13996,220
13997,79971
13998,9095
13999,392
14000,15681
14001,13495
14002,27065
14003,5645
14004,282
14005,11604
14006,44134
14007,15035
14008,41387
14009,20883
14010,17249
14011,36065
14012,12544
14013,1019
14014,188
14015,7840
14016,5018
14017,282
14018,17249
14019,38737
14020,39201
14021,12858
14022,8467
14023,7840
14024,18817
14025,188
14026,18817
14027,24148
14028,8151
14029,1019
14030,13485
14031,18503
14032,6586
14033,3450
14034,6617
14035,10976
14036,51526
14037,20266
14038,7527
14039,5500
14040,6272
14041,97401
14042,14269
14043,6125
14044,14740
14045,1411
14046,20542
14047,14000
14048,11200
14049,23521
14050,549
14051,32929
14052,7840
14053,6272
14054,11604
14055,10036
14056,17876
14057,20071
14058,41578
14059,314
14060,188
14061,25716
14062,5645
14063,627
14064,11604
14065,12231
14066,40000
14067,2822
14068,34108
14069,2300
14070,17876
14071,2666
14072,9095
14073,15681
14074,7840
14075,5331
14076,18669
14077,1019
14078,15367
14079,16508
14080,12720
14081,18817
14082,10036
14083,26657
14084,18817
14085,22693
14086,3763
14087,1176
14088,18817
14089,470
14090,282
14091,157
14092,11967
14093,8154
14094,19757
14095,15681
14096,7056
14097,29479
14098,38888
14099,17562
14100,16308
14101,15681
14102,157
14103,19444
14104,627
14105,392
14106,21326
14107,21326
14108,6899
14109,4077
14110,22843
14111,17876
14112,941
14113,2666
14114,10036
14115,36899
14116,15681
14117,14454
14118,7840
14119,122308
14120,706
14121,72758
14122,470
14123,5802
14124,6899
14125,23521
14126,8781
14127,11604
14128,11704
14129,21012
14130,11604
14131,1568
14132,5959
14133,12231
14134,862
14135,18660
14136,17249
14137,6586
14138,25089
14139,94
14140,7997
14141,10349
14142,12231
14143,706
14144,24148
14145,54568
14146,28225
14147,314
14148,15053
14149,12544
14150,8311
14151,10032
14152,19080
14153,18817
14154,3763
14155,16894
14156,706
14157,18817
14158,314
14159,9095
14160,9408
14161,25716
14162,18817
14163,23521
14164,20266
14165,5331
14166,15681
14167,24148
14168,1176
14169,17249
14170,21953
14171,220
14172,11917
14173,21953
14174,22649
14175,13172
14176,470
14177,12231
14178,17500
14179,15681
14180,13172
14181,17468
14182,17562
14183,7840
14184,2587
14185,22580
14186,9252
14187,17249
14188,45210
14189,10036
14190,3607
14191,12544
14192,21953
14193,14768
14194,15053
14195,549
14196,12231
14197,23521
14198,706
14199,11917
14200,1019
14201,5018
14202,17000
14203,5331
14204,27463
14205,12544
14206,100
14207,21796
14208,22947
14209,706
14210,8781
14211,37633
14212,19309
14213,3293
14214,7213
14215,22063
14216,10976
14217,26475
14218,470
14219,3800
14220,19384
14221,12544
14222,282
14223,8154
14224,3763
14225,15677
14226,65858
14227,67000
14228,14500
14229,16935
14230,11917
14231,392
14232,6586
14233,17500
14234,17346
14235,24198
14236,157
14237,6899
14238,15053
14239,36068
14240,48566
14241,21326
14242,228935
14243,12231
14244,314
14245,22166
14246,1019
14247,19914
14248,8311
14249,41886
14250,627
14251,31361
14252,7527
14253,20698
14254,16935
14255,4547
14256,19130
14257,21953
14258,21856
14259,58971
14260,16621
14261,26030
14262,6899
14263,13485
14264,54568
14265,10976
14266,10976
14267,44000
14268,7222
14269,17249
14270,14740
14271,27924
14272,15681
14273,9722
14274,13172
14275,20071
14276,470
14277,18817
14278,2587
14279,9879
14280,6429
14281,10976
14282,21953
14283,39201
14284,7840
14285,31
14286,37006
14287,1176
14288,7213
14289,21639
14290,627
14291,51746
14292,42337
14293,45473
14294,60499
14295,4861
14296,12231
14297,18346
14298,12231
14299,13172
14300,7840
14301,26030
14302,100
14303,22433
14304,9800
14305,3293
14306,20814
14307,18189
14308,39559
14309,29009
14310,44517
14311,23521
14312,16621
14313,14583
14314,157
14315,13172
14316,6586
14317,392
14318,18817
14319,470
14320,6272
14321,42337
14322,10036
14323,10036
14324,17249
14325,33076
14326,627
14327,3450
14328,17876
14329,21953
14330,17876
14331,23521
14332,14113
14333,20695
14334,13485
14335,22580
14336,10663
14337,220
14338,47217
14339,46414
14340,16308
14341,10663
14342,23207
14343,15323
14344,20385
14345,706
14346,33575
14347,23521
14348,24148
14349,50
14350,941
14351,6272
14352,5018
14353,17249
14354,54346
14355,470
14356,149
14357,5802
14358,14426
14359,5331
14360,9252
14361,6899
14362,30583
14363,5018
14364,11604
14365,20071
14366,27284
14367,9408
14368,16788
14369,36711
14370,21326
14371,21395
14372,392
14373,549
14374,1960
14375,5018
14376,30063
14377,19384
14378,10000
14379,53314
14380,16452
14381,16599
14382,65545
14383,10349
14384,19757
14385,627
14386,28225
14387,14279
14388,64917
14389,10349
14390,12600
14391,3500
14392,1568
14393,37229
14394,9252
14395,27654
14396,19757
14397,11447
14398,549
14399,25089
14400,7200
14401,20385
14402,15681
14403,20385
14404,31361
14405,21558
14406,25000
14407,34497
14408,9408
14409,17719
14410,392
14411,51517
14412,1490
14413,19444
14414,22894
14415,1490
14416,13172
14417,13799
14418,12585
14419,33870
14420,9408
14421,16741
14422,30856
14423,6000
14424,19444
14425,23436
14426,34074
14427,11704
14428,10663
14429,7527
14430,220
14431,7370
14432,10349
14433,13485
14434,16935
14435,7500
14436,26971
14437,40769
14438,15681
14439,3763
14440,784
14441,13172
14442,7056
14443,27911
14444,7527
14445,1646
14446,8154
14447,784
14448,21012
14449,15994
14450,7213
14451,862
14452,47042
14453,392
14454,13799
14455,38574
14456,46728
14457,19444
14458,15367
14459,5645
14460,21181
14461,5959
14462,627
14463,15367
14464,50
14465,30
14466,750
14467,23408
14468,17876
14469,15681
14470,17249
14471,17355
14472,3763
14473,24283
14474,50767
14475,1411
14476,2117
14477,29793
14478,5018
14479,3450
14480,33870
14481,3450
